date,VNM.VN,VIC.VN,VHM.VN,HPG.VN,BID.VN,CTG.VN,VCB.VN,TCB.VN,MBB.VN,FPT.VN,GLD,TLT
2018-12-31,0.0888638619671801,0.058602728583327185,0.06034911132291917,0.06719965625380356,0.06952818426746957,0.07340203358222816,0.07288700343076514,0.06118259530986805,0.06621027118730897,0.07235290362093479,0.14226765622456286,0.16715399424963254
2019-01-31,0.08721936160900705,0.05909148040150653,0.06004757091201551,0.0654692588053948,0.06927700897134685,0.07270810026240054,0.07285845650312074,0.06116223445343854,0.06478432263149277,0.07226128592838187,0.1486163845055231,0.1665045350163717
2019-02-28,0.0845000086709186,0.0579545950630417,0.05960035832115714,0.062925717358433,0.06889235386450271,0.07285385110404834,0.07343283370821882,0.06044023164894934,0.06506630233031431,0.07161405039020491,0.14879009460317685,0.17392960293703424
2019-03-29,0.08344812495178636,0.058301936462699315,0.05950382727714061,0.06231610366154497,0.06918937310809285,0.07127447144216814,0.07337675005604014,0.06027397126741864,0.0629184002876943,0.07247734171354699,0.1522996452523315,0.17462005451953622
2019-04-30,0.08303478549524936,0.057401645035776314,0.06026787923948421,0.060557466229987464,0.06782931353735284,0.07230867292395933,0.07312107890025304,0.05989021486862734,0.06233087247768358,0.07327068975985453,0.15435275214755495,0.17563462938421714
2019-05-31,0.08033173629441116,0.05670060586604476,0.06171272010233677,0.06207074659585774,0.06796402084149436,0.07204822751986975,0.0721940698797178,0.061022221725677964,0.06181735608300186,0.07642797821549634,0.15205528502884363,0.1756550318472478
2019-06-28,0.07892198137905812,0.05683857153263372,0.06138085824241737,0.060315670645851326,0.06636228090678103,0.0708226932868136,0.06964203070588981,0.059797078050509204,0.060755913898419604,0.07406372940804731,0.16482716278567175,0.17627202915790718
2019-07-31,0.07708162800652779,0.05532996157488424,0.05987292195669945,0.06068030259622918,0.06509632273626753,0.07121094403279526,0.06844727525232022,0.059462480353023976,0.06040515251361256,0.07353375271201354,0.17228806024031365,0.17659119802531262
2019-08-30,0.07677336616050376,0.056209927029176036,0.059380127516907674,0.06019183221555403,0.06455098583667264,0.06928552405069426,0.06908424266070345,0.05831949805003601,0.06152405289579311,0.07293024419268421,0.17120023908434373,0.18054996030693102
2019-09-30,0.075614979665404,0.056315678430646415,0.059798246334751996,0.061560265536451046,0.06614168284034275,0.07151120835600798,0.07027579957245579,0.059344110179903806,0.06172530930491262,0.07332205909698374,0.17806770857975826,0.16632295210238154
2019-10-31,0.07901736651295764,0.05751664193818201,0.05948372632737381,0.06246442754123641,0.06453107748430455,0.07074367808560178,0.07018882075141243,0.06058020532914495,0.06290983437858647,0.07615127653145756,0.17913794536607858,0.15727499975366388
2019-11-29,0.0810996286414605,0.05660174946250126,0.05621601177845205,0.0623598575513436,0.06600489636274484,0.06969233955398449,0.06903502138428692,0.06064821303734741,0.0624665548734627,0.07571090247046439,0.17829987789831234,0.16186494698563944
2019-12-31,0.08124785102118277,0.05614814825229704,0.05644894554649339,0.0637439759982106,0.06447144565462605,0.07089667446550085,0.07108023767052546,0.060118456749347855,0.061003093533465745,0.07624116216043578,0.17992906008676113,0.15867094886115327
2020-01-31,0.08026047813972507,0.05469291927024519,0.05568944620264115,0.06403440025286548,0.06332272591281134,0.06792532072957416,0.07030352458877558,0.06199882061429259,0.06285280305997319,0.07585584486037655,0.18418821308841926,0.1588755032803004
2020-02-28,0.08033783148530926,0.060084778517081425,0.05570033372083429,0.06664512828835388,0.06389602156602565,0.06886606975936733,0.07323674715900734,0.0617709940178145,0.06292860175215008,0.07171693027502117,0.16928760147521607,0.16552896198381906
2020-03-31,0.08507744600447302,0.05791024432370894,0.05400024612081947,0.0677281397474596,0.06019230227496371,0.06366221952622765,0.07008488973403458,0.060249997085972874,0.06315731471579591,0.07437056301764954,0.17110650091941718,0.17246013652947753
2020-04-30,0.08437593997836776,0.0604207431249023,0.05431007224672033,0.06632968389930086,0.06315798269291249,0.0637830710490787,0.07382798082777797,0.062396256026241693,0.06659429649616183,0.07528362459800247,0.15694667578813737,0.17257367327239614
2020-05-29,0.08519295473659984,0.05830862850380552,0.05330924017000372,0.06522503955288649,0.06302898217509371,0.06388647320828705,0.073393883146497,0.06254203729492437,0.06594386787028403,0.07540821567512569,0.16553012008565543,0.16823055758083708
2020-06-30,0.0850752216768571,0.058209244004470334,0.054284634573230656,0.06178525621730527,0.06244076187102885,0.06464950169829964,0.07467517335070109,0.06220652083166128,0.06679082406007103,0.07527195255094866,0.15797468036414153,0.17663622880128463
2020-07-31,0.08407153513220174,0.05815689544128635,0.05444006219632615,0.06226020319423847,0.06214460138940612,0.06517105927967343,0.0739348894879078,0.06269674444976846,0.06646781739300407,0.07718076215464686,0.15810611892763074,0.17536931095390987
2020-08-31,0.08338429679309663,0.05811402031466929,0.054376692672362927,0.061682622243377956,0.06168457978777618,0.06516619945236851,0.072877362040063,0.0628359426717465,0.06645407824033644,0.0774610660524043,0.1554332834585094,0.18052985627328882
2020-09-30,0.08404286612978182,0.058211563680883,0.05473368963757062,0.06190744601398198,0.062311058871985375,0.0646081471340923,0.0743327612413462,0.06322124454225951,0.06725475263353718,0.07707598662497425,0.15386533335697503,0.17843515013261263
2020-10-30,0.08312168792027741,0.05813848461760994,0.055204745767101604,0.06172737784621509,0.06161976949035364,0.06464646533837896,0.07390657303923624,0.06239217061824807,0.06699260419479881,0.07588987673529414,0.1578398253434818,0.17852041908900423
2020-11-30,0.08309756518204757,0.05871133281477644,0.055114607785076715,0.06165142162436597,0.06092519856126147,0.0639376205933958,0.07300820053866734,0.06301415336593691,0.06745109600470109,0.07520729184344178,0.1550361698427751,0.1828453418435538
2020-12-31,0.08315669315984822,0.05905596362264129,0.054973117284197515,0.06120599153022809,0.06121803274278268,0.06252362862480514,0.07287427587809432,0.061932871886027786,0.06593587108626367,0.07554340866571982,0.15990208166551464,0.18167806385387675
2021-01-29,0.08537278906708992,0.05819391760433082,0.05567284922290231,0.061514980723314544,0.06228281743613053,0.06321541998566099,0.0717192222442664,0.062145706410246256,0.06572102373864933,0.07516636156203414,0.15945525025510185,0.17953966175027286
2021-02-26,0.08197204924162385,0.05605562058261933,0.0564498881752597,0.05783879682364896,0.06323782054704204,0.06244696170889191,0.07118274645360065,0.06203631209221745,0.06723122806704201,0.0761378606264278,0.1674279500810548,0.17798276560057155
2021-03-31,0.08321531702727093,0.05608307731569766,0.057659827020193996,0.06074216289987129,0.06456680694866106,0.06746511260707998,0.07198898660194071,0.06457786366431108,0.06757678942814425,0.07720489051770041,0.16113456474162569,0.16778460122750302
2021-04-30,0.08374317387736004,0.057031094213355664,0.057155666000930236,0.06104976824421913,0.06270461625448012,0.06736313031692014,0.06925672083846643,0.0634085652417595,0.06480903016916856,0.07196255641405609,0.18111673234281817,0.1603989460864659
2021-05-31,0.08209720002736114,0.05934348642470423,0.05858593364775939,0.06290074332857083,0.06407294805379678,0.0665150291655024,0.06748823953243903,0.0625483170964173,0.06208265856406406,0.0717604054125409,0.17378049600517834,0.16882454274166567
2021-06-30,0.08636565561593099,0.060810208475576964,0.05793167014158948,0.06514360102995735,0.06474481412775168,0.06575136308132705,0.06631429663356488,0.06337110263827231,0.06396866573707795,0.07243849717779902,0.17804278550233626,0.15511733983881612
2021-07-30,0.08715730816076021,0.06113027159240571,0.058772849811535896,0.06525580862821166,0.06406839340008952,0.06635464455927714,0.06773861469632254,0.06176687520006581,0.06268912942996671,0.07131836217042303,0.18522660631617618,0.14852113603476572
2021-08-31,0.08890967188342293,0.060126734611335046,0.058096238390359614,0.0656636769428635,0.06439986587435313,0.06642854758743508,0.06559854248581648,0.060560323055061566,0.06089866002909448,0.07254492426576649,0.18641402445874095,0.15035879041575076
2021-09-30,0.09057334227326894,0.05957798628809915,0.055210718070248396,0.06689008385822107,0.06308743788789192,0.06519512062881748,0.0641848939764964,0.059579709385368586,0.05967159257304851,0.07305614153514964,0.19432278042748916,0.14865019309590083
2021-10-29,0.09250094009604276,0.058953186004054824,0.05423000960755475,0.06760962058681397,0.0642049229930218,0.06637871877518127,0.06522670003791468,0.05975070014450859,0.0600008027537834,0.0735549940036791,0.18346265571069342,0.15412674928675146
2021-11-30,0.09222013152153137,0.06058417437048821,0.05586486521735894,0.06841116250546954,0.06487837329117967,0.06885582731331144,0.06564219993016182,0.05928832381151131,0.06092916121256748,0.07669139494229574,0.1747716588671077,0.15186272701701675
2021-12-31,0.09044570174553276,0.06072017717712507,0.05419088847933125,0.06837081062430315,0.06323814571684883,0.06867073752140504,0.06476811839314287,0.058860697182119455,0.05979959804133556,0.07790763306894026,0.17726280916293993,0.15576468288697579
2022-01-31,0.09005689696721579,0.05948170601399911,0.054296028453977054,0.07068134718064084,0.06391940639780705,0.06917498128556065,0.06711817120772452,0.059147601917363186,0.05964527876386108,0.07850755017541866,0.1680776859262367,0.15989334571019548
2022-02-28,0.08454683718530198,0.05863102804836087,0.05275351373178913,0.06654520857357535,0.0627799826832876,0.06786621538696856,0.06660367364263647,0.05728315184654744,0.057345174889143605,0.07657491402674234,0.18357503303116618,0.16549526695448047
2022-03-31,0.08532521968489688,0.05793957180577847,0.05338922090245825,0.0681873640356516,0.06277339729097772,0.06809773555199188,0.06548970357698135,0.057775222162974336,0.05806936589464204,0.07243991032630204,0.1809972991989181,0.16951598956842728
2022-04-29,0.08841226125407727,0.05992041572478207,0.054705410553803506,0.06523308328094658,0.0643871302653662,0.07002690662813481,0.0673206806366839,0.05951101776037164,0.06039221545294172,0.07387683960191807,0.16590526160144783,0.17030877723952642
2022-05-31,0.08744757320492386,0.05883018312551965,0.05457727776576794,0.06653100678824748,0.06301526703956248,0.06633943020620874,0.0669082023707249,0.058296180932284176,0.060136948220629795,0.07210325663604356,0.16560862294139048,0.18020605076869703
2022-06-30,0.08940269859402701,0.05669776415642944,0.05414467118981109,0.06417201445205806,0.061567389524270495,0.06497425776663739,0.06640748848956125,0.0577731405218168,0.06020282743060592,0.07293785968582711,0.16488911207144735,0.18683077611750806
2022-07-29,0.08971864623421531,0.0574117804100308,0.055073805153631875,0.06498137873297902,0.06301781472153786,0.06327689085143769,0.06777193972264224,0.056715008112653446,0.06031872477981195,0.07368475263496115,0.1677512478441427,0.18027801080195596
2022-08-31,0.0901867632063983,0.05655436009062124,0.05505292135272182,0.06414728474241796,0.062239990605672,0.062264597557517586,0.06764708057852567,0.056354123641223317,0.059680782630281,0.07239340553463545,0.17251710969770656,0.18096158036227916
2022-09-30,0.09121497970725363,0.05693821014935005,0.055721907914770545,0.0626775625902531,0.06245648822794547,0.06211371068529152,0.0683271572792154,0.05686762630541245,0.060246937799392206,0.07251369336191404,0.1695366824247271,0.18138504355447452
2022-10-31,0.09001801482099646,0.05680352466691761,0.05541774437009827,0.06176656514882803,0.06172054181026507,0.06175493907001735,0.06843599358289842,0.05658320534878873,0.06014521564232154,0.07434512522426635,0.17276298561000264,0.1802461447045994
2022-11-30,0.08948726272277994,0.05718134087553523,0.056186141556103436,0.06318913629901635,0.06160200143428832,0.06295439097496237,0.07094639950415019,0.057964067779414846,0.06157032552389765,0.07368151338666235,0.16703351608632994,0.17820390385685936
