date,turnover,cost,exposure_scalar,realized_vol,drawdown,drawdown_breach
2018-12-31,0.2929501058963482,0.00029295010589634816,0.4140997882073036,0.20256810613282833,-0.06019431692140198,False
2019-01-31,0.06672064991930635,6.672064991930635e-05,0.5475410880459163,0.1568318756718589,-0.05688017359058084,False
2019-02-28,0.11023611662066435,0.00011023611662066434,0.768013321287245,0.09766151404907134,-0.046397335742551005,False
2019-03-29,0.13138994191309597,0.00013138994191309595,0.5052334374610531,0.09370157555997333,-0.09895331250778938,False
2019-04-30,0.041733427507298915,4.173342750729892e-05,0.5887002924756509,0.09880347514412055,-0.08225994150486982,False
2019-05-31,0.031051228900117453,3.105122890011745e-05,0.6508027502758859,0.10065395345471558,-0.06983944994482283,False
2019-06-28,0.10052554118278373,0.00010052554118278372,0.8518538326414534,0.09691342494008169,-0.029629233471709315,False
2019-07-31,0.0864141698245578,8.64141698245578e-05,0.6790254929923378,0.12261587293231621,-0.06123449405574688,False
2019-08-30,0.046787821571376204,4.67878215713762e-05,0.5854498498495854,0.126416104954874,-0.07664951722599933,False
2019-09-30,0.08547492139375129,8.54749213937513e-05,0.7563996926370881,0.12201435661360491,-0.046180630266928646,False
2019-10-31,0.11150143849405225,0.00011150143849405225,0.9794025696251926,0.114169827962727,-0.004119486074961487,False
2019-11-29,0.15804170618833802,0.00015804170618833802,0.6633191572485165,0.15154708182678966,-0.032459862331969846,False
2019-12-31,0.0070301842407407555,7.030184240740755e-06,0.649258788767035,0.15576408373023817,-0.0314479994398309,False
2020-01-31,0.03720569391053517,3.720569391053517e-05,0.5748474009459646,0.1603101856635336,-0.0464101773769211,False
2020-02-28,0.006656281227239769,6.656281227239769e-06,0.5881599634004442,0.14144262770598642,-0.06134851544197395,False
2020-03-31,0.06397833171574765,6.397833171574765e-05,0.4602032999689489,0.1688064014618215,-0.07052456165231091,False
2020-04-30,0.010971378570862014,1.0971378570862015e-05,0.48214605711067293,0.16541918833493344,-0.06707298428977337,False
2020-05-29,0.09632184206545381,9.632184206545381e-05,0.28950237297976533,0.16020300807161011,-0.12270141500795395,False
2020-06-30,0.05815832053728168,5.815832053728167e-05,0.17318573190520198,0.1203215935824051,-0.16527002791905154,False
2020-07-31,0.021519524608163365,2.1519524608163366e-05,0.2162247811215287,0.08656958716429429,-0.15675504377569427,False
2020-08-31,0.004937796670093926,4.937796670093926e-06,0.20634918778134087,0.05522967405166372,-0.15873016244373184,False
2020-09-30,0.02340671619274924,2.340671619274924e-05,0.15953575539584236,0.03447859231500849,-0.16809284892083154,False
2020-10-30,0.0070131554837615795,7.01315548376158e-06,0.1455094444283192,0.033360816934093526,-0.17089811111433617,False
2020-11-30,0.016897762031443393,1.6897762031443393e-05,0.11171392036543243,0.02815867533492057,-0.17765721592691353,False
2020-12-31,0.009298574244503706,9.298574244503705e-06,0.13031106885443983,0.02394127805512638,-0.17393778622911205,False
2021-01-29,0.002415242951149532,2.415242951149532e-06,0.12548058295214076,0.02203177147930529,-0.17490388340957186,False
2021-02-26,0.005489188647660452,5.489188647660452e-06,0.13645896024746168,0.019535951908471745,-0.17270820795050768,False
2021-03-31,0.009030262181272397,9.030262181272398e-06,0.15451948461000647,0.020613942884555488,-0.16909610307799872,False
2021-04-30,0.0006029284349384767,6.029284349384767e-07,0.15331362774012952,0.023213648380777382,-0.1693372744519741,False
2021-05-31,0.0073610099579893284,7.3610099579893285e-06,0.16803564765610818,0.026176202413243116,-0.16639287046877838,False
2021-06-30,0.0094396015363718,9.4396015363718e-06,0.18691485072885178,0.026220116402354526,-0.16261702985422966,False
2021-07-30,0.030012828913039677,3.001282891303968e-05,0.24694050855493116,0.027633657432839867,-0.15061189828901378,False
2021-08-31,0.012879410813919606,1.2879410813919607e-05,0.27269933018277037,0.03355869779683898,-0.14546013396344593,False
2021-09-30,0.024262092613235045,2.4262092613235046e-05,0.32122351540924043,0.038839238755446696,-0.1357552969181519,False
2021-10-29,0.03424891853762603,3.424891853762603e-05,0.2527256783339884,0.04777027340092079,-0.14945486433320232,False
2021-11-30,0.00046009759205158096,4.6009759205158097e-07,0.25364587351809154,0.0462881762223384,-0.1492708252963817,False
2021-12-31,0.06038678460328015,6.0386784603280154e-05,0.13287230431153124,0.05003577352521028,-0.17342553913769376,False
2022-01-31,0.04508888097833786,4.508888097833786e-05,0.042694542354855536,0.04134362694286044,-0.1914610915290289,False
2022-02-28,0.003975503041557247,3.9755030415572475e-06,0.050645548437970034,0.03642266891934861,-0.189870890312406,False
2022-03-31,0.009623655794844529,9.62365579484453e-06,0.03139823684828097,0.020068270876337616,-0.19372035263034382,False
2022-04-29,0.003267933671958767,3.267933671958767e-06,0.0379341041921985,0.010429737608293443,-0.1924131791615603,False
2022-05-31,0.0007051863552254281,7.051863552254281e-07,0.036523731481747645,0.01135623599862481,-0.19269525370365048,False
2022-06-30,0.001881086224969076,1.8810862249690759e-06,0.040285903931685796,0.010700911941564372,-0.19194281921366285,False
2022-07-29,0.007921190118732598,7.921190118732598e-06,0.056128284169151,0.011409615338630583,-0.1887743431661698,False
2022-08-31,0.0007054472833772918,7.054472833772918e-07,0.054717389602396416,0.012079204404489039,-0.18905652207952073,False
2022-09-30,0.0017729055622989227,1.7729055622989226e-06,0.05826320072699426,0.011980143285349699,-0.18834735985460116,False
2022-10-31,0.0014501765964192188,1.4501765964192188e-06,0.055362847534155823,0.01305934235009058,-0.18892743049316885,False
