date,VNM.VN,VIC.VN,VHM.VN,HPG.VN,BID.VN,CTG.VN,VCB.VN,TCB.VN,MBB.VN,FPT.VN,GLD,TLT
2018-12-31,0.14833179257807183,2.2468969802743186e-10,2.918799087248421e-10,0.0364470864825848,0.04788763525137495,0.06721619173537713,0.05344599128018531,0.0,0.022249235573155564,0.02442206655232654,0.30000000001722954,0.3000000000131247
2019-01-31,0.14902714498415312,1.5388427118059065e-10,1.8741898272552516e-10,0.029341633314305005,0.053571919275642726,0.06714324065310043,0.06449876882995939,7.0369712186328875e-12,0.010043765718168484,0.02637352685765001,0.30000000004704896,0.29999999997163157
2019-02-28,0.12681135370003602,4.835094668368695e-12,0.001362041255842219,0.02505712383119529,0.04811598113697835,0.06528546409626312,0.08281245977621066,1.013866573599721e-12,0.01788868576160659,0.03266689041561052,0.3000000000180746,0.30000000000233373
2019-03-29,0.1213313878985423,1.5621277336361035e-11,0.0020400254211367197,0.02248737576603596,0.05909198395449591,0.05741324985495667,0.0914118462937742,0.0,0.00624453027898181,0.03997960049655949,0.3000000001036476,0.2999999999162482
2019-04-30,0.12198840367237132,1.0770014659685006e-11,0.007384718367171103,0.009859652887101148,0.05040954783550111,0.06635369604015716,0.09716067045953447,0.0,0.001710800239745808,0.04513251046523636,0.30000000007353317,0.2999999999488783
2019-05-31,0.09907314051752228,1.5421681730506238e-11,0.012729561834638359,0.020723375174672473,0.056036811790078224,0.06932231332566365,0.07962349766790962,0.0,4.5238572683354394e-12,0.06249129964725805,0.3000000001057301,0.29999999991658177
2019-06-28,0.10119577631255273,1.3497636592107255e-11,0.011965352974887024,0.014348001111114412,0.057551482408293254,0.08335534973803889,0.0638321301986705,0.0,3.2226631358389786e-12,0.06775190722102778,0.300000000075331,0.2999999999433642
2019-07-31,0.10892111246587198,5.373372882947115e-12,0.00971104962472919,0.015066264423436034,0.052231770027042004,0.09797303863290568,0.043359445581745315,2.5176206122332317e-12,2.2963576416069376e-12,0.07273731921835493,0.30000000001914595,0.2999999999965815
2019-08-30,0.10895392064215141,8.286014649200108e-12,0.011086899521382983,0.021779969627269507,0.047650817892782804,0.07320914213091949,0.06455134561347398,4.2902980038826336e-12,0.013505959243831432,0.0592619452985939,0.3000000000325894,0.2999999999844287
2019-09-30,0.09725126849496335,6.1689593053665814e-12,0.011262698355186389,0.025160638213031685,0.05419462251174668,0.0772087030905194,0.06431161117525963,5.152907238585714e-12,0.012920811942673919,0.05768964618995324,0.3000000000122126,0.30000000000313126
