date,VNM.VN,VIC.VN,VHM.VN,HPG.VN,BID.VN,CTG.VN,VCB.VN,TCB.VN,MBB.VN,FPT.VN,GLD,TLT
2018-12-31,0.14833179235417124,4.1842118494666985e-10,5.439709969067329e-10,0.03644708642200341,0.04788763515225424,0.06721619175127001,0.053445991375779045,0.0,0.022249235492509616,0.02442206644482142,0.3000000000195952,0.3000000000252037
2019-01-31,0.14902714450417254,5.07421327487715e-10,6.210495782772676e-10,0.029341633176142072,0.053571919078330664,0.06714324066116732,0.06449876899167349,2.693084738009351e-11,0.01004376565375037,0.02637352673254998,0.29999999996900184,0.30000000007780997
2019-02-28,0.12681135369691446,0.0,0.0013620412434802703,0.025057123831966704,0.048115981130255246,0.06528546409371445,0.08281245977373561,9.703111304703144e-12,0.017888685771431236,0.032666890410365634,0.29999999980066294,0.3000000002377704
2019-03-29,0.12133138789215647,1.1753378201300704e-11,0.0020400254218222776,0.022487375766631994,0.05909198395762473,0.05741324985804255,0.09141184629515331,2.8871014427443094e-12,0.006244530278116585,0.03997960048588077,0.300000000044298,0.2999999999856328
2019-04-30,0.12198840367075432,7.864637087905612e-12,0.007384718367840975,0.009859652886140604,0.050409547837011015,0.06635369604163951,0.09716067045994269,6.734380576569589e-12,0.0017108002397546135,0.045132510459843345,0.3000000000465797,0.29999999997589416
2019-05-31,0.09907314052010686,1.3849583741955505e-11,0.012729561835263001,0.02072337517424161,0.056036811790962815,0.06932231332680566,0.07962349766810517,3.1779243728370644e-12,3.0785954100088672e-12,0.06249129964653928,0.30000000009156474,0.2999999999263048
2019-06-28,0.10119577631581934,1.421912576765747e-11,0.011965352975496434,0.01434800111021429,0.05755148240787469,0.08335534973777306,0.0638321301982783,0.0,3.1294222875141512e-12,0.06775190722326592,0.30000000008474637,0.29999999992918297
2019-07-31,0.10892111246872618,5.500358716945714e-12,0.009711049624466627,0.015066264424131752,0.052231770027259504,0.09797303863265712,0.04335944558293976,7.40789898878521e-13,1.525851613125924e-12,0.07273731921995251,0.30000000002483257,0.29999999998726706
2019-08-30,0.10895392064504869,7.457722740102821e-12,0.011086899521852859,0.021779969625811208,0.047650817892694645,0.0732091421314147,0.0645513456133366,8.716140577352173e-12,0.013505959244004757,0.05926194529868838,0.3000000000267916,0.29999999998418264
2019-09-30,0.09725126849688306,4.566705706628918e-12,0.011262698354660075,0.025160638212085463,0.05419462251124451,0.0772087030901817,0.06431161117594315,9.406712789462327e-12,0.012920811941983619,0.05768964618963611,0.30000000000117644,0.30000000001223254
2019-10-31,0.11040102615858655,8.194005925678678e-12,8.954768048032006e-12,0.028343382357711396,0.03825635097996828,0.06863466385798916,0.061450132871503346,6.599757424848108e-12,0.029807102832444865,0.06310734092183531,0.30000000005612837,0.29999999994008436
2019-11-29,0.12396181539286186,1.708347495744397e-11,1.4044635476763448e-11,0.025171328423150792,0.053764220160042224,0.059934543448394724,0.05570240493884481,7.816518874343795e-12,0.018472327313963626,0.0629933602801474,0.30000000007195554,0.2999999999316943
2019-12-31,0.12101468580568492,3.0369592488286866e-11,2.8730730740084532e-11,0.033622022924156045,0.03454537245059462,0.07685325060212042,0.07949728977058618,1.9311375408509826e-12,1.6175310174159863e-11,0.054467378335816,0.3000000000190794,0.3000000000147557
2020-01-31,0.12065486141567654,0.0,0.0,0.0268184706833791,0.015460135215125624,0.06966773152729722,0.06997319435675453,0.006957586769746448,0.0360940668853986,0.05437395726685932,0.2999999980583599,0.2999999978214027
2020-02-28,0.10968442763779102,0.003469772505548748,4.8053036795443056e-11,0.048069488347421294,0.0055514998285343745,0.08108172494980943,0.09864716873291801,0.0004972536957239893,0.02449509873994456,0.028503565513637665,0.2999999999938312,0.30000000000678684
2020-03-31,0.12840195308143326,0.0017847443330170807,6.132356630441074e-10,0.044430489802338505,5.966440458079352e-11,0.04883027145010298,0.09126240027874072,0.0005533381584152164,0.042778603503580453,0.04195819873900923,0.2999999999825129,0.2999999999979496
2020-04-30,0.11212294660750374,0.005621941581943913,0.0,0.034052990004434465,0.00894745090893825,0.012360649533745915,0.11247171395364794,0.009476251388863053,0.05986422177606949,0.04508183472917359,0.29999999976619873,0.29999999974948094
2020-05-29,0.12004277461993366,0.0,0.0,0.032835239740079826,0.0,0.025253799935802592,0.10630343546514066,0.0241565530778274,0.04613209868461365,0.045276124382515194,0.2999999875034457,0.2999999865906414
2020-06-30,0.12474270039118393,1.1651294822184851e-08,1.3374351587585947e-08,0.021848007354424284,8.31736230290858e-10,0.030579592147564234,0.11016946623888546,0.01761729427733389,0.049803525799398604,0.04523938387885352,0.30000000163876367,0.30000000241620967
2020-07-31,0.11437905685388955,0.0,0.0,0.025048158488929138,0.0,0.03804786052442107,0.10435739099713869,0.02218944078138266,0.04101974434184956,0.05495836372128984,0.29999999246773995,0.29999999182335957
2020-08-31,0.11431800798091298,8.242026549650912e-10,9.185738746064411e-10,0.022160303281043882,6.368131812094544e-11,0.04148334787003211,0.09863430528417651,0.02517489966444721,0.03931179397717969,0.05891733985808103,0.3000000001109303,0.3000000001667384
2020-09-30,0.02093619907954231,1.8881226316520184e-10,2.895704752594188e-10,0.1716248493698112,0.0,0.0,0.04182566094216277,6.389401804244934e-12,0.16561328990127186,8.453571807034137e-11,0.3000000000659717,0.3000000000719322
2020-10-30,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
