date,turnover,cost,exposure_scalar,realized_vol,drawdown,drawdown_breach
2018-12-31,0.2929501058963481,0.00029295010589634816,0.4140997882073036,0.20256810613282833,-0.06019431692140198,False
2019-01-31,0.0750891519924814,7.50891519924814e-05,0.5642780921922664,0.15536941226038312,-0.053880740774462144,False
2019-02-28,0.10470977074515753,0.00010470977074515753,0.7736976336825815,0.09237756086345889,-0.0452604732634837,False
2019-03-29,0.10060199573739324,0.00010060199573739324,0.572493642207795,0.07670887956495785,-0.085501271558441,False
2019-04-30,0.05354802918186856,5.354802918186856e-05,0.679589700571532,0.08274080436264188,-0.0640820598856936,False
2019-05-31,0.02464084085989908,2.464084085989908e-05,0.7288713822913303,0.08982932022361717,-0.05422572354173394,False
2019-06-28,0.08527854354958429,8.52785435495843e-05,0.8994284693904988,0.08902810526923222,-0.02011430612190024,False
2019-07-31,0.05131113796102621,5.131113796102621e-05,0.7968061934684464,0.10708818337973518,-0.04063876130631072,False
2019-08-30,0.034676009937128535,3.467600993712854e-05,0.7274541735941894,0.11119585459822791,-0.05450916528116212,False
2019-09-30,0.0884211710537433,8.84211710537433e-05,0.904296515701676,0.11044599001907054,-0.019140696859664796,False
2019-10-31,0.04134722539492937,4.134722539492937e-05,0.9869909664915346,0.11007479846144567,-0.002601806701693077,False
2019-11-29,0.08883440711679429,8.88344071167943e-05,0.8093221522579461,0.13007837290920835,-0.02454115212484631,False
2019-12-31,0.013571986826248827,1.3571986826248827e-05,0.7821781786054485,0.13631612896425002,-0.02229416422032915,False
2020-01-31,0.06690128285184843,6.690128285184843e-05,0.6483756129017516,0.14258278921012837,-0.04592132776106961,False
2020-02-28,0.02044650334974147,2.044650334974147e-05,0.6098442039435548,0.13616332107219092,-0.06160264642403179,False
2020-03-31,0.029149317310290596,2.9149317310290597e-05,0.5515455693229736,0.15008263949595071,-0.062037641922852105,False
2020-04-30,0.021760795748946748,2.176079574894675e-05,0.5922127366429597,0.1478795267409478,-0.05403976795879595,False
2020-05-29,0.10537815979345111,0.00010537815979345111,0.3814564170560575,0.1441129855306765,-0.10837862814702781,False
2020-06-30,0.08204440315350574,8.204440315350574e-05,0.21736761074904604,0.11838824117118445,-0.1565264778501908,False
2020-07-31,0.020993336503846938,2.0993336503846937e-05,0.25935428375673997,0.08461591869271518,-0.148129143248652,False
2020-08-31,0.006779728138538679,6.779728138538679e-06,0.24579482747966258,0.05613223582630393,-0.1508410345040675,False
2020-09-30,0.023247469616412,2.3247469616412e-05,0.19929988824683859,0.034039258206965614,-0.1601400223506323,False
2020-10-30,0.006433844703067899,6.433844703067899e-06,0.18643219884070278,0.03283153460202337,-0.16271356023185946,False
2020-11-30,0.017816488584706244,1.7816488584706246e-05,0.15079922167129028,0.028319999351105782,-0.16984015566574195,False
2020-12-31,0.00903513456514126,9.03513456514126e-06,0.16886949080157282,0.024682736441381452,-0.16622610183968545,False
2021-01-29,0.0012680364484865857,1.2680364484865857e-06,0.1713748171790866,0.022575036363848278,-0.1657250365641827,False
2021-02-26,0.004366475516128867,4.366475516128867e-06,0.17982528760834476,0.02081486148842426,-0.16403494247833106,False
2021-03-31,0.012706766525065753,1.2706766525065751e-05,0.20523882065847626,0.02203333728431155,-0.15895223586830476,False
2021-04-30,0.004396749849551625,4.396749849551626e-06,0.2093871417385726,0.025433042425904107,-0.1581225716522855,False
2021-05-31,0.005599878282575863,5.599878282575862e-06,0.2205868983037243,0.028437769043932873,-0.15588262033925515,False
2021-06-30,0.011462751414250962,1.1462751414250962e-05,0.24351240113222622,0.028325237447423886,-0.15129751977355477,False
2021-07-30,0.03525668618573254,3.5256686185732546e-05,0.3140257735036913,0.029392519949513696,-0.13719484529926174,False
2021-08-31,0.010625099247145142,1.0625099247145142e-05,0.33527597199798165,0.0340656029835563,-0.13294480560040367,False
2021-09-30,0.032502394262240476,3.250239426224048e-05,0.40028076052246253,0.0389036106022209,-0.1199438478955075,False
2021-10-29,0.04328346474172101,4.328346474172101e-05,0.3137138310390205,0.04694797928597647,-0.1372572337921959,False
2021-11-30,0.006255893719741282,6.255893719741282e-06,0.30125965150516765,0.04591864294926228,-0.13974806969896647,False
2021-12-31,0.057785173458700614,5.778517345870061e-05,0.1856893045877664,0.0478604511248197,-0.16286213908244673,False
2022-01-31,0.048007233346424046,4.800723334642404e-05,0.08967483789491831,0.04071301871302997,-0.18206503242101635,False
